event_id,user_id,repo_id,timestamp,event_type,lines_added,lines_deleted,files_changed,dominant_language,ci_status,coverage_percent,editor,os,time_to_ci_minutes,build_duration_s,tests_run,tests_failed,is_weekend,pr_merge_time_hours,label_is_high_quality,exam_period,commit_message_length,is_bot_user
evt_c2ae61eaf843,user_2189,repo_1170,,test_run,16.0,5.0,7,java,failed,65.5,sublime,windows,15.8,456.41,210,,True,,False,False,68.0,human
evt_022c8be1a2b7,user_985,repo_1138,,ci_run,8.0,16.0,3,c++,failed,72.3,nano,windows,6.23,242.05,117,17.0,True,,False,True,25.0,human
evt_fc69c02f3753,user_733,repo_909,2025-07-19 07:23:00+00:00,pr_opened,19.0,2.0,7,rust,failed,69.7,vscode,windows,5.74,369.72,110,0.0,True,26.2,False,False,36.0,human
evt_0f8bb2470f68,user_2108,repo_106,,ci_run,61.0,4.0,3,go,failed,100.0,nano,linux,4.82,204.11,83,14.0,False,,False,False,71.0,human
evt_520fd2290735,user_2151,repo_915,2025-03-21 22:48:00+00:00,pr_opened,2.0,8.0,1,java,failed,55.2,vscode,linux,22.7,224.1,76,6.0,False,36.8,False,False,,human
evt_812ae758fa61,user_387,repo_1019,2025-10-20 19:13:00+00:00,pr_opened,0.0,14.0,10,c++,success,68.5,nano,linux,14.33,326.0,70,0.0,False,34.4,False,False,57.0,human
evt_a4a80e1f6d89,user_1211,repo_292,,commit,13.0,4.0,7,c++,success,78.7,intellij,windows,5.09,309.18,99,7.0,False,,False,False,30.0,human
evt_c63f50b8b70d,user_2100,repo_588,,pr_opened,8.0,15.0,8,java,cancelled,92.6,sublime,macos,2.91,482.58,114,15.0,True,69.6,False,False,30.0,human
evt_7aa7e2149c7c,user_1608,repo_794,,ci_run,1.0,3.0,5,c++,failed,68.0,vim,windows,16.01,425.3,147,21.0,False,,False,True,18.0,human
evt_255eba17ed74,user_1838,repo_107,,commit,0.0,20.0,1,java,success,82.0,vscode,windows,6.99,251.01,110,6.0,False,,False,True,26.0,human
evt_6f148ca4eaa0,user_1040,repo_541,,commit,12.0,,1,c++,success,54.4,vscode,windows,1133.99,42.52,79,2.0,True,,False,True,38.0,human
evt_7ae9aafa1d32,user_1081,repo_1093,2025-04-09 23:15:00+00:00,review_comment,9.0,4.0,4,javascript,success,81.0,vim,linux,14.41,392.99,98,10.0,False,,False,False,75.0,human
evt_816557cfed9f,user_720,repo_118,,review_comment,10.0,6.0,1,java,failed,95.4,vim,windows,3.7,446.8,129,20.0,False,,False,False,63.0,bot
evt_2fec3bca8b90,user_1385,repo_238,2025-03-13 01:53:00+00:00,review_comment,0.0,36.0,2,java,success,79.1,vim,windows,11.32,318.66,158,14.0,False,,False,False,69.0,human
evt_29ab8c739b69,user_1503,repo_1084,,push,12.0,23.0,1,c++,failed,44.0,sublime,windows,13.5,167.74,186,0.0,True,,False,False,64.0,human
evt_e8a595da3d78,user_2478,repo_1041,,pr_merged,7.0,16.0,1,java,cancelled,63.3,intellij,macos,10.52,344.75,97,4.0,False,28.6,False,True,72.0,human
evt_869b3717538a,user_419,repo_983,,test_run,8.0,16.0,3,java,failed,80.8,vim,windows,1.94,254.09,184,10.0,True,,False,False,43.0,human
evt_33bf21f55a40,user_41,repo_1198,,push,5.0,1.0,1,java,success,86.7,vscode,linux,9.64,380.48,85,10.0,False,,False,False,45.0,human
evt_144c7eb712e3,user_757,repo_403,,test_run,11.0,4.0,1,javascript,cancelled,85.8,intellij,windows,8.16,264.36,169,3.0,False,,True,False,20.0,human
evt_ebc4c223997a,user_914,repo_61,2025-10-22 00:06:00+00:00,review_comment,14.0,23.0,1,c++,success,100.0,vim,linux,24.57,443.43,147,7.0,False,,True,False,35.0,human
evt_719423d42789,user_1189,repo_702,,pr_merged,13.0,18.0,1,go,cancelled,96.4,vscode,macos,2.76,539.78,126,15.0,True,,False,False,10.0,human
evt_d092aa9c45a5,user_2687,repo_1080,,test_run,2.0,25.0,1,python,cancelled,59.9,vim,linux,10.99,1.37,155,12.0,False,,False,False,49.0,human
evt_ac50fab20544,user_2206,repo_1189,2025-02-19 12:23:00+00:00,pr_merged,66.0,10.0,3,rust,failed,66.2,sublime,linux,13.42,362.69,117,15.0,False,35.3,False,False,41.0,human
evt_43104e92e933,user_1776,repo_344,2025-02-28 01:42:00+00:00,ci_run,41.0,2.0,4,rust,failed,85.2,vscode,linux,12.54,349.34,127,1.0,False,,True,False,41.0,human
evt_a5dec1d92beb,user_2287,repo_103,2025-07-19 19:01:00+00:00,ci_run,0.0,14.0,5,javascript,failed,75.3,vim,linux,13.43,123.69,236,4.0,True,,False,False,14.0,human
evt_bd038f5a8438,user_902,repo_1,2025-11-11 05:25:00+00:00,commit,3.0,8.0,1,python,failed,87.1,sublime,macos,3.64,271.29,115,15.0,False,,False,False,,human
evt_2fe8f8fe8f34,user_806,repo_305,2025-10-20 16:25:00+00:00,pr_opened,17.0,19.0,1,javascript,success,66.3,vim,linux,10.7,271.08,103,0.0,False,36.3,False,False,42.0,bot
evt_51e98a6239b0,user_2507,repo_1019,2025-02-07 16:43:00+00:00,pr_opened,9.0,6.0,1,javascript,success,62.2,vim,linux,4.21,456.54,144,16.0,False,78.8,False,False,46.0,human
evt_89ad5961dead,user_1825,repo_136,2025-01-27 14:01:00+00:00,pr_merged,14.0,12.0,1,c++,success,88.9,vim,windows,7.39,302.49,75,14.0,False,6.4,False,False,45.0,human
evt_638dbc98b0ba,user_1947,repo_715,,ci_run,37.0,13.0,4,c++,success,89.7,vim,windows,16.46,242.32,63,11.0,False,,False,False,54.0,human
evt_2dc41e574010,user_264,repo_199,2025-03-26 04:06:00+00:00,commit,35.0,33.0,3,javascript,success,51.2,nano,windows,8.52,354.12,156,1.0,False,,False,True,72.0,human
evt_231097239689,user_1542,repo_119,2025-06-04 02:23:00+00:00,review_comment,7.0,5.0,1,rust,success,92.4,vim,windows,11.74,108.04,89,22.0,False,,False,False,20.0,human
evt_0df30e294695,user_1734,repo_920,2025-12-12 08:12:00+00:00,commit,12.0,3.0,1,rust,failed,64.3,sublime,windows,11.47,41.6,149,0.0,False,,False,False,69.0,human
evt_b6641a136e8a,user_58,repo_1019,,pr_merged,4.0,19.0,4,rust,success,85.1,vscode,linux,15.57,260.22,83,26.0,False,5.6,False,False,39.0,human
evt_f4ee1907760e,user_1885,repo_1173,,commit,34.0,2.0,1,c++,cancelled,61.2,vim,windows,931.74,269.45,154,1.0,False,,False,False,98.0,human
evt_31dc39e2e592,user_1425,repo_1019,,pr_opened,10.0,0.0,3,python,success,94.0,vim,linux,14.11,329.35,121,0.0,True,53.8,True,False,24.0,human
evt_8f1fe4905291,user_1811,repo_2,,test_run,2.0,8.0,1,go,success,96.3,sublime,windows,20.13,2.77,226,11.0,False,,True,True,50.0,human
evt_47ce1dfa5ae6,user_2427,repo_876,,commit,58.0,6.0,10,c++,failed,98.0,vim,linux,6.51,123.3,101,16.0,True,,False,False,49.0,human
evt_b93961f1eab0,user_2271,repo_1050,2025-02-25 17:27:00+00:00,review_comment,4.0,3.0,6,rust,success,52.8,vim,macos,1.56,58.55,125,18.0,False,,False,False,41.0,human
evt_fd0d8d85c851,user_2141,repo_517,2025-06-15 08:26:00+00:00,pr_merged,114.0,30.0,1,javascript,cancelled,59.9,vim,linux,2.4,443.6,149,26.0,True,67.3,False,False,44.0,human
evt_b65bbb98b008,user_2823,repo_145,,review_comment,0.0,13.0,3,go,failed,64.1,vscode,windows,19.87,2.27,139,3.0,False,,False,False,60.0,human
evt_c8d5696606c5,user_1963,repo_71,2025-06-11 10:58:00+00:00,test_run,15.0,22.0,1,python,cancelled,73.9,intellij,windows,0.23,230.81,159,18.0,False,,False,False,87.0,human
evt_e197b3651bd3,user_2458,repo_899,2025-11-03 10:53:00+00:00,test_run,24.0,10.0,5,go,failed,69.2,nano,linux,6.34,6.96,185,12.0,False,,False,False,61.0,human
evt_621f8b2970d3,user_1029,repo_469,,test_run,15.0,8.0,2,rust,success,75.9,vim,windows,22.54,500.77,98,7.0,False,,False,False,,human
evt_12189fded594,user_109,repo_483,2025-03-21 02:07:00+00:00,pr_opened,18.0,13.0,1,java,failed,97.5,sublime,windows,7.94,192.11,128,8.0,False,0.6,False,False,18.0,human
evt_b3022fe15b16,user_662,repo_555,,ci_run,50.0,21.0,2,java,success,80.5,intellij,linux,8.77,276.16,105,7.0,False,,False,False,,human
evt_036a5e03724b,user_1933,repo_609,,test_run,0.0,2.0,1,python,cancelled,73.7,intellij,macos,8.44,410.79,168,8.0,False,,False,False,67.0,human
evt_b86c232d87e0,user_1591,repo_715,2025-06-19 19:22:00+00:00,push,0.0,8.0,2,go,failed,90.3,sublime,linux,17.26,276.49,100,20.0,False,,False,False,43.0,human
evt_de49f0be3e79,user_2557,repo_1173,2025-09-19 05:34:00+00:00,review_comment,1.0,13.0,1,rust,cancelled,75.8,vscode,macos,10.11,309.31,161,14.0,False,,False,False,30.0,human
evt_0b6934faf68d,user_860,repo_968,,test_run,24.0,9.0,3,javascript,failed,90.0,sublime,windows,0.4,252.05,50,12.0,False,,False,False,54.0,human
evt_d2755a272620,user_1820,repo_640,2025-03-28 12:18:00+00:00,ci_run,2.0,5.0,14,python,success,45.1,nano,windows,3.23,330.35,118,19.0,False,,False,True,36.0,human
evt_e1a09a387066,user_2446,repo_1046,2025-10-29 14:00:00+00:00,test_run,6.0,0.0,4,python,cancelled,79.8,nano,linux,8.47,275.45,57,24.0,False,,False,True,40.0,human
evt_692fb7302456,user_1523,repo_641,2025-11-08 12:56:00+00:00,pr_merged,23.0,51.0,1,java,cancelled,77.8,intellij,linux,11.12,303.12,140,15.0,False,56.0,False,False,66.0,human
evt_f046450a7be1,user_689,repo_316,2025-03-27 21:37:00+00:00,test_run,30.0,21.0,1,python,cancelled,93.6,vscode,windows,13.42,457.21,100,2.0,False,,False,True,13.0,human
evt_98ef1e686d38,user_1481,repo_542,,test_run,22.0,7.0,5,c++,cancelled,68.2,sublime,linux,8.16,149.94,106,7.0,False,,False,False,54.0,human
evt_0260a2a42057,user_2137,repo_549,2025-10-23 05:34:00+00:00,ci_run,2.0,41.0,6,javascript,success,75.1,vscode,linux,742.17,272.99,127,14.0,False,,False,False,49.0,human
evt_f4234a9fba69,user_779,repo_387,,review_comment,44.0,3.0,3,rust,failed,69.7,nano,macos,9.02,442.5,72,15.0,False,,False,False,58.0,human
evt_9e4a87a78ccf,user_2944,repo_957,,push,0.0,2.0,1,java,success,82.1,intellij,linux,,140.44,123,8.0,False,,False,False,48.0,human
evt_cbd7d793f7a2,user_1619,repo_1197,2025-03-27 08:03:00+00:00,commit,4.0,10.0,1,go,failed,79.3,sublime,macos,15.3,142.77,130,11.0,False,,False,True,11.0,human
evt_d29db9e9ff3e,user_153,repo_168,,ci_run,19.0,17.0,4,javascript,failed,66.1,vim,macos,13.86,289.74,146,7.0,True,,False,False,45.0,human
evt_1c19fd66d3e7,user_209,repo_358,,review_comment,10.0,6.0,2,c++,failed,54.5,vscode,macos,3.12,34.94,168,4.0,False,,False,True,41.0,human
evt_1346c19c12ab,user_1735,repo_16,2025-03-30 23:48:00+00:00,test_run,0.0,1.0,5,c++,failed,94.4,intellij,windows,0.49,419.22,155,10.0,True,,False,True,40.0,human
evt_c8e210bb65be,user_1600,repo_982,2025-11-02 19:51:00+00:00,push,1.0,13.0,3,java,failed,83.8,vscode,windows,11.19,149.16,104,21.0,False,,False,False,47.0,human
evt_74c5097a3d4e,user_1867,repo_646,2025-12-04 12:33:00+00:00,pr_merged,3.0,1.0,1,c++,success,100.0,vim,windows,18.05,332.25,194,15.0,True,47.5,False,False,24.0,human
evt_2d13d62bb0ef,user_786,repo_238,,commit,23.0,12.0,2,python,failed,68.4,vim,macos,4.68,505.96,138,0.0,False,,False,False,57.0,human
evt_65afbf208cd9,user_1114,repo_457,2025-10-28 01:38:00+00:00,pr_opened,64.0,16.0,9,javascript,failed,78.3,nano,linux,6.55,228.41,144,7.0,False,3.1,False,True,21.0,human
evt_cf4d91973a50,user_1764,repo_496,,review_comment,19.0,11.0,1,python,success,78.6,sublime,windows,9.81,291.67,39,2.0,False,,False,True,,human
evt_fce68b0324b9,user_2394,repo_508,2025-08-13 08:38:00+00:00,review_comment,6.0,1.0,2,c++,success,90.4,intellij,windows,5.62,326.83,114,9.0,False,,False,False,56.0,bot
evt_a3e68bbf3d30,user_2527,repo_550,,commit,81.0,3.0,1,rust,success,82.0,sublime,macos,15.85,97.06,129,16.0,True,,False,False,50.0,human
evt_877b4d1017cf,user_2106,repo_929,2025-10-24 07:46:00+00:00,push,1.0,12.0,15,rust,failed,84.6,sublime,macos,12.33,300.85,132,3.0,False,,False,False,69.0,human
evt_dee45b25cb3c,user_2482,repo_1009,,review_comment,22.0,1.0,6,c++,cancelled,72.7,nano,macos,18.07,116.76,118,18.0,False,,False,False,37.0,human
evt_bf6b44769e02,user_1240,repo_536,2025-09-15 12:18:00+00:00,review_comment,62.0,3.0,2,go,cancelled,62.5,vim,windows,2.85,299.39,88,14.0,False,,False,False,28.0,human
evt_f24d863248d7,user_2170,repo_452,,commit,0.0,15.0,5,python,failed,77.3,intellij,macos,4.89,3.24,124,16.0,True,,False,False,30.0,bot
evt_b6d78fbe286b,user_2945,repo_376,,review_comment,14.0,14.0,1,c++,failed,95.8,vim,windows,,,186,2.0,False,,False,False,36.0,human
evt_1471b9d9a6a4,user_2064,repo_360,,pr_opened,61.0,10.0,2,python,failed,71.9,intellij,linux,8.55,392.96,157,20.0,False,42.0,False,True,52.0,human
evt_944ae428b307,user_1976,repo_672,2025-10-23 08:28:00+00:00,test_run,23.0,4.0,1,python,cancelled,100.0,sublime,linux,3.8,166.11,123,6.0,False,,False,False,53.0,bot
evt_1a16e014adc5,user_1208,repo_506,2025-03-29 02:41:00+00:00,pr_merged,14.0,1.0,5,javascript,failed,93.2,nano,windows,7.39,384.03,116,10.0,True,19.8,False,True,54.0,human
evt_c82d2b3d9b09,user_2790,repo_695,,commit,16.0,8.0,1,python,failed,74.0,vim,windows,453.18,368.0,117,11.0,True,,False,True,43.0,human
evt_b87b1517ca61,user_2681,repo_188,2025-03-28 23:35:00+00:00,push,29.0,18.0,6,c++,failed,63.0,vscode,windows,11.3,282.79,149,7.0,False,,False,True,1.0,human
evt_41ad5cdb09b0,user_958,repo_512,,commit,23.0,26.0,4,rust,failed,76.7,vim,linux,13.27,342.39,126,6.0,False,,False,False,45.0,human
evt_ef16106fd775,user_2711,repo_972,2025-11-15 01:26:00+00:00,ci_run,49.0,5.0,2,rust,failed,100.0,vscode,linux,12.22,310.77,87,10.0,True,,False,False,31.0,human
evt_3810d44f1ab0,user_2499,repo_1092,,test_run,9.0,2.0,1,python,success,89.7,vscode,windows,3.77,266.83,127,0.0,True,,True,False,76.0,human
evt_70c901bc8dd9,user_1086,repo_1190,,push,0.0,5.0,1,javascript,failed,83.0,vscode,linux,6.86,238.28,127,13.0,False,,False,False,,human
evt_4f6fd4551c3b,user_75,repo_23,2025-10-22 02:05:00+00:00,pr_opened,35.0,24.0,10,javascript,failed,56.6,intellij,linux,9.72,247.17,137,6.0,False,4.3,False,False,12.0,human
evt_ee9d3b258f65,user_1944,repo_458,2025-09-07 22:20:00+00:00,test_run,23.0,2.0,2,java,failed,75.4,intellij,macos,0.11,494.11,205,17.0,True,,False,False,48.0,human
evt_8ee6508c16e7,user_2475,repo_710,,review_comment,0.0,31.0,9,rust,failed,86.3,nano,linux,9.23,360.4,100,8.0,True,,False,False,,bot
evt_5335da4f4eb2,user_668,repo_629,2025-03-20 05:38:00+00:00,commit,72.0,26.0,5,go,success,42.9,vim,linux,14.45,175.31,82,8.0,False,,False,False,46.0,human
evt_8b27d891ba58,user_289,repo_111,,pr_opened,65.0,13.0,3,javascript,failed,56.0,vim,macos,7.83,187.17,132,0.0,False,33.4,False,False,58.0,human
evt_153cf2707f47,user_2252,repo_190,,review_comment,5.0,2.0,1,rust,failed,71.3,sublime,windows,1.9,5.32,19,6.0,False,,False,False,64.0,human
evt_01accb260431,user_1579,repo_725,2025-12-22 15:22:00+00:00,ci_run,13.0,6.0,1,python,success,72.9,nano,macos,10.27,219.99,130,17.0,False,,False,False,51.0,human
evt_aff78c501f7a,user_1324,repo_140,,test_run,27.0,30.0,1,c++,cancelled,82.6,nano,linux,9.1,324.04,75,25.0,False,,False,False,52.0,human
evt_b521252c2efc,user_599,repo_575,,pr_opened,26.0,8.0,1,c++,failed,100.0,vim,windows,2.5,325.0,59,17.0,False,63.5,False,False,84.0,human
evt_6d96bcdfe6c5,user_757,repo_40,2025-11-20 02:00:00+00:00,review_comment,48.0,2.0,1,javascript,success,81.8,vscode,windows,18.99,216.62,159,16.0,False,,False,False,72.0,human
evt_c2ba3d642f28,user_571,repo_307,,ci_run,0.0,19.0,1,rust,cancelled,52.9,nano,linux,12.58,337.46,151,12.0,True,,False,True,,human
evt_530b7d5171c6,user_2751,repo_149,2025-12-20 02:14:00+00:00,test_run,14.0,0.0,1,python,failed,84.3,intellij,macos,10.43,326.22,114,9.0,True,,False,False,47.0,human
evt_a5b541aeb920,user_1820,repo_498,,pr_opened,25.0,4.0,1,rust,success,55.4,vscode,windows,14.51,168.41,215,12.0,False,20.2,False,False,37.0,human
evt_14f323f8a183,user_2468,repo_915,2025-10-30 21:53:00+00:00,pr_merged,9.0,37.0,1,rust,success,87.1,vscode,windows,6.37,118.33,93,19.0,False,20.7,False,True,,human
evt_52d3f4b6d980,user_603,repo_643,2025-07-31 15:31:00+00:00,ci_run,12.0,16.0,1,go,success,76.0,vim,linux,5.75,156.76,161,0.0,False,,False,False,61.0,human
evt_f681d7582a18,user_1715,repo_1014,2025-10-25 17:29:00+00:00,pr_opened,9.0,4.0,1,java,failed,71.3,vscode,windows,7.25,6.24,67,7.0,True,,False,True,51.0,bot
evt_d4e7b0002b34,user_1491,repo_988,,ci_run,59.0,28.0,6,javascript,failed,72.2,vim,linux,5.64,294.83,151,21.0,False,,False,True,50.0,human
evt_8917be2fd772,user_210,repo_489,,pr_opened,14.0,12.0,2,rust,success,55.4,nano,macos,21.22,5.82,57,9.0,True,37.3,False,False,39.0,human
evt_6e4cf679e228,user_564,repo_1127,2025-08-14 06:53:00+00:00,pr_opened,100.0,18.0,1,python,failed,67.6,vim,linux,6.05,297.37,103,12.0,False,29.2,False,False,34.0,human
evt_b9dd2d93dd27,user_2887,repo_774,,ci_run,18.0,4.0,2,c++,success,74.0,intellij,linux,9.96,169.13,76,5.0,False,,False,False,48.0,human
evt_688073fbb97b,user_2111,repo_511,2025-03-20 17:34:00+00:00,pr_merged,11.0,1.0,1,java,success,79.9,vim,linux,596.77,226.14,135,9.0,False,16.5,False,False,32.0,human
evt_3f788936a389,user_926,repo_393,,review_comment,30.0,1.0,1,java,failed,87.0,vscode,linux,12.63,445.68,50,0.0,True,,True,True,32.0,human
evt_441dbf715b65,user_2863,repo_277,,test_run,4.0,8.0,1,rust,success,92.3,sublime,macos,11.94,241.07,67,13.0,False,,False,True,60.0,human
evt_fb872400a44d,user_12,repo_357,2025-01-14 08:01:00+00:00,pr_merged,8.0,8.0,2,rust,success,73.8,sublime,linux,23.55,59.84,82,0.0,False,15.0,False,False,28.0,human
evt_0b4df1147ae7,user_2441,repo_1099,,test_run,1.0,5.0,4,go,success,66.6,nano,macos,7.33,324.15,96,4.0,False,,False,True,44.0,human
evt_d6889063097d,user_1149,repo_542,,ci_run,2.0,15.0,1,javascript,cancelled,74.1,sublime,windows,5.45,200.67,29,11.0,False,,False,False,59.0,human
evt_a6516bdaefec,user_380,repo_65,,test_run,0.0,12.0,1,javascript,failed,74.3,sublime,windows,17.07,231.12,102,11.0,False,,False,False,41.0,human
evt_47c96efb6c5f,user_408,repo_470,,ci_run,2.0,14.0,1,javascript,failed,76.5,vim,macos,7.77,432.2,133,0.0,False,,False,False,69.0,human
evt_a3c8594694a6,user_2847,repo_703,,push,34.0,6.0,1,rust,failed,53.6,vim,windows,12.45,345.88,211,4.0,False,,False,True,74.0,human
evt_b53125055efc,user_935,repo_310,,pr_merged,58.0,5.0,17,python,failed,71.8,sublime,windows,9.54,301.95,148,15.0,True,7.8,False,False,,human
evt_ce69fd131ed2,user_2073,repo_87,2025-03-29 17:57:00+00:00,review_comment,11.0,6.0,2,rust,failed,63.3,vim,linux,15.94,148.37,147,22.0,True,,False,True,40.0,human
evt_2c5ad5505c7d,user_2576,repo_352,,pr_opened,0.0,0.0,13,rust,failed,60.0,intellij,linux,10.23,339.21,107,13.0,False,8.6,False,False,51.0,human
evt_a654a1fec081,user_278,repo_1071,,review_comment,10.0,44.0,2,go,failed,84.8,vim,windows,21.24,288.42,151,20.0,False,,False,False,74.0,human
evt_f1d29c9c260c,user_1873,repo_693,,pr_opened,3.0,10.0,2,javascript,success,97.8,nano,windows,,4.45,149,12.0,False,58.4,False,False,83.0,human
evt_b0cea1af5e26,user_2969,repo_542,2025-10-27 23:48:00+00:00,test_run,25.0,7.0,15,rust,success,88.4,nano,macos,19.17,,119,18.0,False,,False,True,69.0,human
evt_c2b4adec95e3,user_545,repo_596,2025-02-14 09:31:00+00:00,pr_opened,23.0,3.0,3,python,failed,80.0,intellij,macos,8.94,273.63,114,9.0,False,9.2,False,False,42.0,human
evt_a9afac017a26,user_547,repo_503,2025-10-27 19:47:00+00:00,commit,52.0,23.0,8,python,cancelled,84.7,sublime,linux,10.63,2.6,106,15.0,False,,False,True,49.0,human
evt_d2b0fbb7fc9f,user_2045,repo_270,2025-01-25 05:31:00+00:00,push,12.0,12.0,1,java,success,98.6,vim,windows,20.86,444.05,137,,True,,False,False,71.0,human
evt_f0900109dde3,user_216,repo_32,,ci_run,10.0,0.0,11,javascript,success,83.9,nano,windows,7.08,227.15,143,30.0,True,,False,False,32.0,human
evt_874088134013,user_2427,repo_709,,pr_merged,6.0,2.0,3,c++,cancelled,66.5,intellij,linux,,306.44,149,4.0,True,51.7,False,False,65.0,human
evt_b8e0b1c2b312,user_916,repo_793,,commit,0.0,6.0,3,java,cancelled,36.6,vscode,linux,10.3,312.69,125,11.0,False,,False,False,62.0,human
evt_87d7ac2cbdae,user_1195,repo_64,2025-06-10 18:59:00+00:00,pr_merged,7.0,36.0,1,javascript,cancelled,88.8,vim,windows,2.53,6.68,126,15.0,False,59.6,False,False,89.0,human
evt_5808cbebd566,user_2296,repo_903,2025-09-29 16:02:00+00:00,review_comment,3.0,27.0,6,javascript,failed,64.0,vim,windows,12.02,395.59,102,10.0,False,,False,False,58.0,human
evt_c78730809755,user_347,repo_222,,pr_merged,2.0,4.0,3,go,success,53.3,nano,windows,0.82,185.52,149,11.0,False,24.8,False,False,,human
evt_8662351f483e,user_972,repo_285,2025-12-16 11:24:00+00:00,pr_merged,109.0,8.0,3,go,success,100.0,intellij,windows,24.58,399.01,139,15.0,False,58.4,False,False,57.0,human
